total_market_cap_usd,total_volume_24h_usd,btc_dominance,eth_dominance,active_cryptocurrencies,active_exchanges,last_updated
2937210684010.239,120040575970.85,63.433099131051,7.420956645585,9826,811,2025-04-23T23:13:59.999Z
